id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
deerling,585,Deerling,Normal,Grass,60,60,50,40,50,75,Chlorophyll,Sap Sipper,Serene Grace,0.6,19.5,Pink,Field,,,,
deerlingsummer,,Deerling-Summer,,,,,,,,,,,,,,Green,,,,Summer,Deerling
deerlingautumn,,Deerling-Autumn,,,,,,,,,,,,,,Red,,,,Autumn,Deerling
deerlingwinter,,Deerling-Winter,,,,,,,,,,,,,,Brown,,,,Winter,Deerling
sawsbuck,586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,Chlorophyll,Sap Sipper,Serene Grace,1.9,92.5,Brown,Field,,,,
emolga,587,Emolga,Electric,Flying,55,75,60,75,60,103,Static,,Motor Drive,0.4,5,White,Field,,,,
karrablast,588,Karrablast,Bug,,50,75,45,40,45,60,Swarm,Shed Skin,No Guard,0.5,5.9,Blue,Bug,,,,
escavalier,589,Escavalier,Bug,Steel,70,135,105,60,105,20,Swarm,Shell Armor,Overcoat,1,33,Gray,Bug,,,,
foongus,590,Foongus,Grass,Poison,69,55,45,55,55,15,Effect Spore,,Regenerator,0.2,1,White,Grass,,,,
amoonguss,591,Amoonguss,Grass,Poison,114,85,70,85,80,30,Effect Spore,,Regenerator,0.6,10.5,White,Grass,,,,
frillish,592,Frillish,Water,Ghost,55,40,50,65,85,40,Water Absorb,Cursed Body,Damp,1.2,33,White,Amorphous,,,,
jellicent,593,Jellicent,Water,Ghost,100,60,70,85,105,60,Water Absorb,Cursed Body,Damp,2.2,135,White,Amorphous,,,,
alomomola,594,Alomomola,Water,,165,75,80,40,45,65,Healer,Hydration,Regenerator,1.2,31.6,Pink,Water 1; Water 2,,,,
joltik,595,Joltik,Bug,Electric,50,47,50,57,50,65,Compound Eyes,Unnerve,Swarm,0.1,0.6,Yellow,Bug,,,,
galvantula,596,Galvantula,Bug,Electric,70,77,60,97,60,108,Compound Eyes,Unnerve,Swarm,0.8,14.3,Yellow,Bug,,,,
ferroseed,597,Ferroseed,Grass,Steel,44,50,91,24,86,10,Iron Barbs,,,0.6,18.8,Gray,Grass; Mineral,,,,
ferrothorn,598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,Iron Barbs,,Anticipation,1,110,Gray,Grass; Mineral,,,,
klink,599,Klink,Steel,,40,55,70,45,60,30,Plus,Minus,Clear Body,0.3,21,Gray,Mineral,,,,
klang,600,Klang,Steel,,60,80,95,70,85,50,Plus,Minus,Clear Body,0.6,51,Gray,Mineral,,,,
klinklang,601,Klinklang,Steel,,60,100,115,70,85,90,Plus,Minus,Clear Body,0.6,81,Gray,Mineral,,,,
tynamo,602,Tynamo,Electric,,35,55,40,45,40,60,Levitate,,,0.2,0.3,White,Amorphous,,,,
eelektrik,603,Eelektrik,Electric,,65,85,70,75,70,40,Levitate,,,1.2,22,Blue,Amorphous,,,,
eelektross,604,Eelektross,Electric,,85,115,80,105,80,50,Levitate,,,2.1,80.5,Blue,Amorphous,,,,
eelektrossmega,604,Eelektross-Mega,Electric,,85,145,80,135,90,80,Levitate,,,3,160,Blue,Amorphous,,,Mega,Eelektross
elgyem,605,Elgyem,Psychic,,55,55,55,85,55,30,Telepathy,Synchronize,Analytic,0.5,9,Blue,Human-Like,,,,
beheeyem,606,Beheeyem,Psychic,,75,75,75,125,95,40,Telepathy,Synchronize,Analytic,1,34.5,Brown,Human-Like,,,,
litwick,607,Litwick,Ghost,Fire,50,30,55,65,55,20,Flash Fire,Flame Body,Infiltrator,0.3,3.1,White,Amorphous,,,,
lampent,608,Lampent,Ghost,Fire,60,40,60,95,60,55,Flash Fire,Flame Body,Infiltrator,0.6,13,Black,Amorphous,,,,
chandelure,609,Chandelure,Ghost,Fire,60,55,90,145,90,80,Flash Fire,Flame Body,Infiltrator,1,34.3,Black,Amorphous,,,,
chandeluremega,609,Chandelure-Mega,Ghost,Fire,60,75,110,175,110,90,Flash Fire,Flame Body,Infiltrator,2.5,69.6,Black,Amorphous,,,Mega,Chandelure
axew,610,Axew,Dragon,,46,87,60,30,40,57,Rivalry,Mold Breaker,Unnerve,0.6,18,Green,Monster; Dragon,,,,
fraxure,611,Fraxure,Dragon,,66,117,70,40,50,67,Rivalry,Mold Breaker,Unnerve,1,36,Green,Monster; Dragon,,,,
haxorus,612,Haxorus,Dragon,,76,147,90,60,70,97,Rivalry,Mold Breaker,Unnerve,1.8,105.5,Yellow,Monster; Dragon,,,,
cubchoo,613,Cubchoo,Ice,,55,70,40,60,40,40,Snow Cloak,Slush Rush,Rattled,0.5,8.5,White,Field,,,,
beartic,614,Beartic,Ice,,95,130,80,70,80,50,Snow Cloak,Slush Rush,Swift Swim,2.6,260,White,Field,,,,
cryogonal,615,Cryogonal,Ice,,80,50,50,95,135,105,Levitate,,,1.1,148,Blue,Mineral,,,,
shelmet,616,Shelmet,Bug,,50,40,85,40,65,25,Hydration,Shell Armor,Overcoat,0.4,7.7,Red,Bug,,,,
accelgor,617,Accelgor,Bug,,80,70,40,100,60,145,Hydration,Sticky Hold,Unburden,0.8,25.3,Red,Bug,,,,
stunfisk,618,Stunfisk,Ground,Electric,109,66,84,81,99,32,Static,Limber,Sand Veil,0.7,11,Brown,Water 1; Amorphous,,,,
stunfiskgalar,618,Stunfisk-Galar,Ground,Steel,109,81,99,66,84,32,Mimicry,,,0.7,20.5,Green,Water 1; Amorphous,,,Galar,Stunfisk
mienfoo,619,Mienfoo,Fighting,,45,85,50,55,50,65,Inner Focus,Regenerator,Reckless,0.9,20,Yellow,Field; Human-Like,,,,
mienshao,620,Mienshao,Fighting,,65,125,60,95,60,105,Inner Focus,Regenerator,Reckless,1.4,35.5,Purple,Field; Human-Like,,,,
druddigon,621,Druddigon,Dragon,,77,120,90,60,90,48,Rough Skin,Sheer Force,Mold Breaker,1.6,139,Red,Monster; Dragon,,,,
golett,622,Golett,Ground,Ghost,59,74,50,35,50,35,Iron Fist,Klutz,No Guard,1,92,Green,Mineral,,,,
golurk,623,Golurk,Ground,Ghost,89,124,80,55,80,55,Iron Fist,Klutz,No Guard,2.8,330,Green,Mineral,,,,
golurkmega,623,Golurk-Mega,Ground,Ghost,89,159,105,70,105,55,Iron Fist,Klutz,No Guard,4,330,Green,Mineral,,,Mega,Golurk
pawniard,624,Pawniard,Dark,Steel,45,85,70,40,40,60,Defiant,Inner Focus,Pressure,0.5,10.2,Red,Human-Like,,,,
bisharp,625,Bisharp,Dark,Steel,65,125,100,60,70,70,Defiant,Inner Focus,Pressure,1.6,70,Red,Human-Like,,,,
bouffalant,626,Bouffalant,Normal,,95,110,95,40,95,55,Reckless,Sap Sipper,Soundproof,1.6,94.6,Brown,Field,,,,
rufflet,627,Rufflet,Normal,Flying,70,83,50,37,50,60,Keen Eye,Sheer Force,Hustle,0.5,10.5,White,Flying,,,,
braviary,628,Braviary,Normal,Flying,100,123,75,57,75,80,Keen Eye,Sheer Force,Defiant,1.5,41,Red,Flying,,,,
braviaryhisui,628,Braviary-Hisui,Psychic,Flying,110,83,70,112,70,65,Keen Eye,Sheer Force,Tinted Lens,1.7,43.4,White,Flying,,,Hisui,Braviary
vullaby,629,Vullaby,Dark,Flying,70,55,75,45,65,60,Big Pecks,Overcoat,Weak Armor,0.5,9,Brown,Flying,,,,
mandibuzz,630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,Big Pecks,Overcoat,Weak Armor,1.2,39.5,Brown,Flying,,,,
heatmor,631,Heatmor,Fire,,85,97,66,105,66,65,Gluttony,Flash Fire,White Smoke,1.4,58,Red,Field,,,,
durant,632,Durant,Bug,Steel,58,109,112,48,48,109,Swarm,Hustle,Truant,0.3,33,Gray,Bug,,,,
deino,633,Deino,Dark,Dragon,52,65,50,45,50,38,Hustle,,,0.8,17.3,Blue,Dragon,,,,
zweilous,634,Zweilous,Dark,Dragon,72,85,70,65,70,58,Hustle,,,1.4,50,Blue,Dragon,,,,
hydreigon,635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,Levitate,,,1.8,160,Blue,Dragon,,,,
larvesta,636,Larvesta,Bug,Fire,55,85,55,50,55,60,Flame Body,,Swarm,1.1,28.8,White,Bug,,,,
volcarona,637,Volcarona,Bug,Fire,85,60,65,135,105,100,Flame Body,,Swarm,1.6,46,White,Bug,,,,
cobalion,638,Cobalion,Steel,Fighting,91,90,129,90,72,108,Justified,,,2.1,250,Blue,Undiscovered,,,,
terrakion,639,Terrakion,Rock,Fighting,91,129,90,72,90,108,Justified,,,1.9,260,Gray,Undiscovered,,,,
virizion,640,Virizion,Grass,Fighting,91,90,72,90,129,108,Justified,,,2,200,Green,Undiscovered,,,,
tornadus,641,Tornadus,Flying,,79,115,70,125,80,111,Prankster,,Defiant,1.5,63,Green,Undiscovered,,,,
tornadustherian,641,Tornadus-Therian,Flying,,79,100,80,110,90,121,Regenerator,,,1.4,63,Green,Undiscovered,,,Therian,Tornadus
thundurus,642,Thundurus,Electric,Flying,79,115,70,125,80,111,Prankster,,Defiant,1.5,61,Blue,Undiscovered,,,,
thundurustherian,642,Thundurus-Therian,Electric,Flying,79,105,70,145,80,101,Volt Absorb,,,3,61,Blue,Undiscovered,,,Therian,Thundurus
reshiram,643,Reshiram,Dragon,Fire,100,120,100,150,120,90,Turboblaze,,,3.2,330,White,Undiscovered,,,,
zekrom,644,Zekrom,Dragon,Electric,100,150,120,120,100,90,Teravolt,,,2.9,345,Black,Undiscovered,,,,
landorus,645,Landorus,Ground,Flying,89,125,90,115,80,101,Sand Force,,Sheer Force,1.5,68,Brown,Undiscovered,,,,
landorustherian,645,Landorus-Therian,Ground,Flying,89,145,90,105,80,91,Intimidate,,,1.3,68,Brown,Undiscovered,,,Therian,Landorus
kyurem,646,Kyurem,Dragon,Ice,125,130,90,130,90,95,Pressure,,,3,325,Gray,Undiscovered,,,,
kyuremblack,646,Kyurem-Black,Dragon,Ice,125,170,100,120,90,95,Teravolt,,,3.3,325,Gray,Undiscovered,,,Black,Kyurem
kyuremwhite,646,Kyurem-White,Dragon,Ice,125,120,90,170,100,95,Turboblaze,,,3.6,325,Gray,Undiscovered,,,White,Kyurem
keldeo,647,Keldeo,Water,Fighting,91,72,90,129,90,108,Justified,,,1.4,48.5,Yellow,Undiscovered,,,,
keldeoresolute,647,Keldeo-Resolute,Water,Fighting,91,72,90,129,90,108,Justified,,,1.4,48.5,Yellow,Undiscovered,,,Resolute,Keldeo
meloetta,648,Meloetta,Normal,Psychic,100,77,77,128,128,90,Serene Grace,,,0.6,6.5,White,Undiscovered,,,,
meloettapirouette,648,Meloetta-Pirouette,Normal,Fighting,100,128,90,77,77,128,Serene Grace,,,0.6,6.5,White,Undiscovered,,,Pirouette,Meloetta
genesect,649,Genesect,Bug,Steel,71,120,95,120,95,99,Download,,,1.5,82.5,Purple,Undiscovered,,,,
genesectdouse,649,Genesect-Douse,Bug,Steel,71,120,95,120,95,99,Download,,,1.5,82.5,Purple,Undiscovered,,,Douse,Genesect
genesectshock,649,Genesect-Shock,Bug,Steel,71,120,95,120,95,99,Download,,,1.5,82.5,Purple,Undiscovered,,,Shock,Genesect
genesectburn,649,Genesect-Burn,Bug,Steel,71,120,95,120,95,99,Download,,,1.5,82.5,Purple,Undiscovered,,,Burn,Genesect
genesectchill,649,Genesect-Chill,Bug,Steel,71,120,95,120,95,99,Download,,,1.5,82.5,Purple,Undiscovered,,,Chill,Genesect
chespin,650,Chespin,Grass,,56,61,65,48,45,38,Overgrow,,Bulletproof,0.4,9,Green,Field,0.875,0.125,,
quilladin,651,Quilladin,Grass,,61,78,95,56,58,57,Overgrow,,Bulletproof,0.7,29,Green,Field,0.875,0.125,,
chesnaught,652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,Overgrow,,Bulletproof,1.6,90,Green,Field,0.875,0.125,,
chesnaughtmega,652,Chesnaught-Mega,Grass,Fighting,88,137,172,74,115,44,Bulletproof,,,1.6,90,Green,Field,0.875,0.125,Mega,Chesnaught
fennekin,653,Fennekin,Fire,,40,45,40,62,60,60,Blaze,,Magician,0.4,9.4,Red,Field,0.875,0.125,,
braixen,654,Braixen,Fire,,59,59,58,90,70,73,Blaze,,Magician,1,14.5,Red,Field,0.875,0.125,,
delphox,655,Delphox,Fire,Psychic,75,69,72,114,100,104,Blaze,,Magician,1.5,39,Red,Field,0.875,0.125,,
delphoxmega,655,Delphox-Mega,Fire,Psychic,75,69,72,159,125,134,Levitate,,,1.5,39,Red,Field,0.875,0.125,Mega,Delphox
froakie,656,Froakie,Water,,41,56,40,62,44,71,Torrent,,Protean,0.3,7,Blue,Water 1,0.875,0.125,,
frogadier,657,Frogadier,Water,,54,63,52,83,56,97,Torrent,,Protean,0.6,10.9,Blue,Water 1,0.875,0.125,,
greninja,658,Greninja,Water,Dark,72,95,67,103,71,122,Torrent,,Protean,1.5,40,Blue,Water 1,0.875,0.125,,
greninjabond,658,Greninja-Bond,Water,Dark,72,95,67,103,71,122,Battle Bond,,,1.5,40,Blue,Undiscovered,,,Bond,Greninja
greninjaash,658,Greninja-Ash,Water,Dark,72,145,67,153,71,132,Battle Bond,,,1.5,40,Blue,Undiscovered,,,Ash,Greninja
greninjamega,658,Greninja-Mega,Water,Dark,72,125,77,133,81,142,Protean,,,1.5,40,Blue,Water 1,0.875,0.125,Mega,Greninja
bunnelby,659,Bunnelby,Normal,,38,36,38,32,36,57,Pickup,Cheek Pouch,Huge Power,0.4,5,Brown,Field,,,,
diggersby,660,Diggersby,Normal,Ground,85,56,77,50,77,78,Pickup,Cheek Pouch,Huge Power,1,42.4,Brown,Field,,,,
fletchling,661,Fletchling,Normal,Flying,45,50,43,40,38,62,Big Pecks,,Gale Wings,0.3,1.7,Red,Flying,,,,
fletchinder,662,Fletchinder,Fire,Flying,62,73,55,56,52,84,Flame Body,,Gale Wings,0.7,16,Red,Flying,,,,
talonflame,663,Talonflame,Fire,Flying,78,81,71,74,69,126,Flame Body,,Gale Wings,1.2,24.5,Red,Flying,,,,
scatterbug,664,Scatterbug,Bug,,38,35,40,27,25,35,Shield Dust,Compound Eyes,Friend Guard,0.3,2.5,Black,Bug,,,,
spewpa,665,Spewpa,Bug,,45,22,60,27,30,29,Shed Skin,,Friend Guard,0.3,8.4,Black,Bug,,,,
vivillon,666,Vivillon,Bug,Flying,80,52,50,90,50,89,Shield Dust,Compound Eyes,Friend Guard,1.2,17,Pink,Bug,,,,
vivillonicysnow,,Vivillon-Icy Snow,,,,,,,,,,,,,,White,,,,Icy Snow,Vivillon
vivillonpolar,,Vivillon-Polar,,,,,,,,,,,,,,Blue,,,,Polar,Vivillon
vivillontundra,,Vivillon-Tundra,,,,,,,,,,,,,,Blue,,,,Tundra,Vivillon
vivilloncontinental,,Vivillon-Continental,,,,,,,,,,,,,,Yellow,,,,Continental,Vivillon
vivillongarden,,Vivillon-Garden,,,,,,,,,,,,,,Green,,,,Garden,Vivillon
vivillonelegant,,Vivillon-Elegant,,,,,,,,,,,,,,Purple,,,,Elegant,Vivillon
vivillonmodern,,Vivillon-Modern,,,,,,,,,,,,,,Red,,,,Modern,Vivillon
vivillonmarine,,Vivillon-Marine,,,,,,,,,,,,,,Blue,,,,Marine,Vivillon
vivillonarchipelago,,Vivillon-Archipelago,,,,,,,,,,,,,,Brown,,,,Archipelago,Vivillon
vivillonhighplains,,Vivillon-High Plains,,,,,,,,,,,,,,Brown,,,,High Plains,Vivillon
vivillonsandstorm,,Vivillon-Sandstorm,,,,,,,,,,,,,,Brown,,,,Sandstorm,Vivillon
vivillonriver,,Vivillon-River,,,,,,,,,,,,,,Brown,,,,River,Vivillon
vivillonmonsoon,,Vivillon-Monsoon,,,,,,,,,,,,,,Gray,,,,Monsoon,Vivillon
vivillonsavanna,,Vivillon-Savanna,,,,,,,,,,,,,,Green,,,,Savanna,Vivillon
vivillonsun,,Vivillon-Sun,,,,,,,,,,,,,,Red,,,,Sun,Vivillon
vivillonocean,,Vivillon-Ocean,,,,,,,,,,,,,,Red,,,,Ocean,Vivillon
vivillonjungle,,Vivillon-Jungle,,,,,,,,,,,,,,Green,,,,Jungle,Vivillon
vivillonfancy,666,Vivillon-Fancy,Bug,Flying,80,52,50,90,50,89,Shield Dust,Compound Eyes,Friend Guard,1.2,17,Pink,Bug,,,Fancy,Vivillon
vivillonpokeball,666,Vivillon-Pokeball,Bug,Flying,80,52,50,90,50,89,Shield Dust,Compound Eyes,Friend Guard,1.2,17,Red,Bug,,,Pokeball,Vivillon
litleo,667,Litleo,Fire,Normal,62,50,58,73,54,72,Rivalry,Unnerve,Moxie,0.6,13.5,Brown,Field,0.125,0.875,,
pyroar,668,Pyroar,Fire,Normal,86,68,72,109,66,106,Rivalry,Unnerve,Moxie,1.5,81.5,Brown,Field,0.125,0.875,,
pyroarmega,668,Pyroar-Mega,Fire,Normal,86,88,92,129,86,126,Rivalry,Unnerve,Moxie,1.5,93.3,Brown,Field,0.125,0.875,Mega,Pyroar
flabebe,669,Flabe\u0301be\u0301,Fairy,,44,38,39,61,79,42,Flower Veil,,Symbiosis,0.1,0.1,White,Fairy,,,,
floette,670,Floette,Fairy,,54,45,47,75,98,52,Flower Veil,,Symbiosis,0.2,0.9,White,Fairy,,,,
floetteeternal,670,Floette-Eternal,Fairy,,74,65,67,125,128,92,Flower Veil,,Symbiosis,0.2,0.9,White,Undiscovered,,,Eternal,Floette
floettemega,670,Floette-Mega,Fairy,,74,85,87,155,148,102,Flower Veil,,Symbiosis,0.2,100.8,White,Undiscovered,,,Mega,Floette
florges,671,Florges,Fairy,,78,65,68,112,154,75,Flower Veil,,Symbiosis,1.1,10,White,Fairy,,,,
skiddo,672,Skiddo,Grass,,66,65,48,62,57,52,Sap Sipper,,Grass Pelt,0.9,31,Brown,Field,,,,
gogoat,673,Gogoat,Grass,,123,100,62,97,81,68,Sap Sipper,,Grass Pelt,1.7,91,Brown,Field,,,,
pancham,674,Pancham,Fighting,,67,82,62,46,48,43,Iron Fist,Mold Breaker,Scrappy,0.6,8,White,Field; Human-Like,,,,
pangoro,675,Pangoro,Fighting,Dark,95,124,78,69,71,58,Iron Fist,Mold Breaker,Scrappy,2.1,136,White,Field; Human-Like,,,,
furfrou,676,Furfrou,Normal,,75,80,60,65,90,102,Fur Coat,,,1.2,28,White,Field,,,,
espurr,677,Espurr,Psychic,,62,48,54,63,60,68,Keen Eye,Infiltrator,Own Tempo,0.3,3.5,Gray,Field,,,,
meowstic,678,Meowstic,Psychic,,74,48,76,83,81,104,Keen Eye,Infiltrator,Prankster,0.6,8.5,Blue,Field,,,,
meowsticf,678,Meowstic-F,Psychic,,74,48,76,83,81,104,Keen Eye,Infiltrator,Competitive,0.6,8.5,White,Field,,,F,Meowstic
meowsticmmega,678,Meowstic-M-Mega,Psychic,,74,48,76,143,101,124,Keen Eye,Infiltrator,Competitive,0.8,10.1,Blue,Field,,,M-Mega,Meowstic
meowsticfmega,678,Meowstic-F-Mega,Psychic,,74,48,76,143,101,124,Keen Eye,Infiltrator,Competitive,0.8,10.1,White,Field,,,F-Mega,Meowstic
honedge,679,Honedge,Steel,Ghost,45,80,100,35,37,28,No Guard,,,0.8,2,Brown,Mineral,,,,
doublade,680,Doublade,Steel,Ghost,59,110,150,45,49,35,No Guard,,,0.8,4.5,Brown,Mineral,,,,
aegislash,681,Aegislash,Steel,Ghost,60,50,140,50,140,60,Stance Change,,,1.7,53,Brown,Mineral,,,,
aegislashblade,681,Aegislash-Blade,Steel,Ghost,60,140,50,140,50,60,Stance Change,,,1.7,53,Brown,Mineral,,,Blade,Aegislash
spritzee,682,Spritzee,Fairy,,78,52,60,63,65,23,Healer,,Aroma Veil,0.2,0.5,Pink,Fairy,,,,
aromatisse,683,Aromatisse,Fairy,,101,72,72,99,89,29,Healer,,Aroma Veil,0.8,15.5,Pink,Fairy,,,,
swirlix,684,Swirlix,Fairy,,62,48,66,59,57,49,Sweet Veil,,Unburden,0.4,3.5,White,Fairy,,,,
slurpuff,685,Slurpuff,Fairy,,82,80,86,85,75,72,Sweet Veil,,Unburden,0.8,5,White,Fairy,,,,
inkay,686,Inkay,Dark,Psychic,53,54,53,37,46,45,Contrary,Suction Cups,Infiltrator,0.4,3.5,Blue,Water 1; Water 2,,,,
malamar,687,Malamar,Dark,Psychic,86,92,88,68,75,73,Contrary,Suction Cups,Infiltrator,1.5,47,Blue,Water 1; Water 2,,,,
malamarmega,687,Malamar-Mega,Dark,Psychic,86,102,88,98,120,88,Contrary,Suction Cups,Infiltrator,2.9,69.8,Blue,Water 1; Water 2,,,Mega,Malamar
binacle,688,Binacle,Rock,Water,42,52,67,39,56,50,Tough Claws,Sniper,Pickpocket,0.5,31,Brown,Water 3,,,,
barbaracle,689,Barbaracle,Rock,Water,72,105,115,54,86,68,Tough Claws,Sniper,Pickpocket,1.3,96,Brown,Water 3,,,,
barbaraclemega,689,Barbaracle-Mega,Rock,Fighting,72,140,130,64,106,88,Tough Claws,Sniper,Pickpocket,2.2,100,Brown,Water 3,,,Mega,Barbaracle
skrelp,690,Skrelp,Poison,Water,50,60,60,60,60,30,Poison Point,Poison Touch,Adaptability,0.5,7.3,Brown,Water 1; Dragon,,,,
dragalge,691,Dragalge,Poison,Dragon,65,75,90,97,123,44,Poison Point,Poison Touch,Adaptability,1.8,81.5,Brown,Water 1; Dragon,,,,
dragalgemega,691,Dragalge-Mega,Poison,Dragon,65,85,105,132,163,44,Poison Point,Poison Touch,Adaptability,2.1,100.3,Brown,Water 1; Dragon,,,Mega,Dragalge
clauncher,692,Clauncher,Water,,50,53,62,58,63,44,Mega Launcher,,,0.5,8.3,Blue,Water 1; Water 3,,,,
clawitzer,693,Clawitzer,Water,,71,73,88,120,89,59,Mega Launcher,,,1.3,35.3,Blue,Water 1; Water 3,,,,
helioptile,694,Helioptile,Electric,Normal,44,38,33,61,43,70,Dry Skin,Sand Veil,Solar Power,0.5,6,Yellow,Monster; Dragon,,,,
heliolisk,695,Heliolisk,Electric,Normal,62,55,52,109,94,109,Dry Skin,Sand Veil,Solar Power,1,21,Yellow,Monster; Dragon,,,,
tyrunt,696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,Strong Jaw,,Sturdy,0.8,26,Brown,Monster; Dragon,0.875,0.125,,
tyrantrum,697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,Strong Jaw,,Rock Head,2.5,270,Red,Monster; Dragon,0.875,0.125,,
amaura,698,Amaura,Rock,Ice,77,59,50,67,63,46,Refrigerate,,Snow Warning,1.3,25.2,Blue,Monster,0.875,0.125,,
aurorus,699,Aurorus,Rock,Ice,123,77,72,99,92,58,Refrigerate,,Snow Warning,2.7,225,Blue,Monster,0.875,0.125,,
sylveon,700,Sylveon,Fairy,,95,65,65,110,130,60,Cute Charm,,Pixilate,1,23.5,Pink,Field,0.875,0.125,,
hawlucha,701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,Limber,Unburden,Mold Breaker,0.8,21.5,Green,Flying; Human-Like,,,,
hawluchamega,701,Hawlucha-Mega,Fighting,Flying,78,137,100,74,93,118,Limber,Unburden,Mold Breaker,1,25,Green,Flying; Human-Like,,,Mega,Hawlucha
dedenne,702,Dedenne,Electric,Fairy,67,58,57,81,67,101,Cheek Pouch,Pickup,Plus,0.2,2.2,Yellow,Field; Fairy,,,,
carbink,703,Carbink,Rock,Fairy,50,50,150,50,150,50,Clear Body,,Sturdy,0.3,5.7,Gray,Fairy; Mineral,,,,
goomy,704,Goomy,Dragon,,45,50,35,55,75,40,Sap Sipper,Hydration,Gooey,0.3,2.8,Purple,Dragon,,,,
sliggoo,705,Sliggoo,Dragon,,68,75,53,83,113,60,Sap Sipper,Hydration,Gooey,0.8,17.5,Purple,Dragon,,,,
sliggoohisui,705,Sliggoo-Hisui,Steel,Dragon,58,75,83,83,113,40,Sap Sipper,Shell Armor,Gooey,0.7,68.5,Purple,Dragon,,,Hisui,Sliggoo
goodra,706,Goodra,Dragon,,90,100,70,110,150,80,Sap Sipper,Hydration,Gooey,2,150.5,Purple,Dragon,,,,
goodrahisui,706,Goodra-Hisui,Steel,Dragon,80,100,100,110,150,60,Sap Sipper,Shell Armor,Gooey,1.7,334.1,Purple,Dragon,,,Hisui,Goodra
klefki,707,Klefki,Steel,Fairy,57,80,91,80,87,75,Prankster,,Magician,0.2,3,Gray,Mineral,,,,
phantump,708,Phantump,Ghost,Grass,43,70,48,50,60,38,Natural Cure,Frisk,Harvest,0.4,7,Brown,Grass; Amorphous,,,,
trevenant,709,Trevenant,Ghost,Grass,85,110,76,65,82,56,Natural Cure,Frisk,Harvest,1.5,71,Brown,Grass; Amorphous,,,,
pumpkaboo,710,Pumpkaboo,Ghost,Grass,49,66,70,44,55,51,Pickup,Frisk,Insomnia,0.4,5,Brown,Amorphous,,,,
pumpkaboosmall,710,Pumpkaboo-Small,Ghost,Grass,44,66,70,44,55,56,Pickup,Frisk,Insomnia,0.3,3.5,Brown,Amorphous,,,Small,Pumpkaboo
pumpkaboolarge,710,Pumpkaboo-Large,Ghost,Grass,54,66,70,44,55,46,Pickup,Frisk,Insomnia,0.5,7.5,Brown,Amorphous,,,Large,Pumpkaboo
pumpkaboosuper,710,Pumpkaboo-Super,Ghost,Grass,59,66,70,44,55,41,Pickup,Frisk,Insomnia,0.8,15,Brown,Amorphous,,,Super,Pumpkaboo
gourgeist,711,Gourgeist,Ghost,Grass,65,90,122,58,75,84,Pickup,Frisk,Insomnia,0.9,12.5,Brown,Amorphous,,,,
gourgeistsmall,711,Gourgeist-Small,Ghost,Grass,55,85,122,58,75,99,Pickup,Frisk,Insomnia,0.7,9.5,Brown,Amorphous,,,Small,Gourgeist
gourgeistlarge,711,Gourgeist-Large,Ghost,Grass,75,95,122,58,75,69,Pickup,Frisk,Insomnia,1.1,14,Brown,Amorphous,,,Large,Gourgeist
gourgeistsuper,711,Gourgeist-Super,Ghost,Grass,85,100,122,58,75,54,Pickup,Frisk,Insomnia,1.7,39,Brown,Amorphous,,,Super,Gourgeist
bergmite,712,Bergmite,Ice,,55,69,85,32,35,28,Own Tempo,Ice Body,Sturdy,1,99.5,Blue,Monster; Mineral,,,,
avalugg,713,Avalugg,Ice,,95,117,184,44,46,28,Own Tempo,Ice Body,Sturdy,2,505,Blue,Monster; Mineral,,,,
avalugghisui,713,Avalugg-Hisui,Ice,Rock,95,127,184,34,36,38,Strong Jaw,Ice Body,Sturdy,1.4,262.4,Blue,Monster; Mineral,,,Hisui,Avalugg
noibat,714,Noibat,Flying,Dragon,40,30,35,45,40,55,Frisk,Infiltrator,Telepathy,0.5,8,Purple,Flying; Dragon,,,,
noivern,715,Noivern,Flying,Dragon,85,70,80,97,80,123,Frisk,Infiltrator,Telepathy,1.5,85,Purple,Flying; Dragon,,,,
xerneas,716,Xerneas,Fairy,,126,131,95,131,98,99,Fairy Aura,,,3,215,Blue,Undiscovered,,,,
xerneasneutral,716,Xerneas-Neutral,Fairy,,126,131,95,131,98,99,Fairy Aura,,,3,215,Blue,Undiscovered,,,Neutral,Xerneas
yveltal,717,Yveltal,Dark,Flying,126,131,95,131,98,99,Dark Aura,,,5.8,203,Red,Undiscovered,,,,
zygarde,718,Zygarde,Dragon,Ground,108,100,121,81,95,95,Aura Break,,,5,305,Green,Undiscovered,,,,
zygarde10,718,Zygarde-10%,Dragon,Ground,54,100,71,61,85,115,Aura Break,,,1.2,33.5,Black,Undiscovered,,,10%,Zygarde
zygardecomplete,718,Zygarde-Complete,Dragon,Ground,216,100,121,91,95,85,Power Construct,,,4.5,610,Black,Undiscovered,,,Complete,Zygarde
zygardemega,718,Zygarde-Mega,Dragon,Ground,216,70,91,216,85,100,Aura Break,,,7.7,610,Green,Undiscovered,,,Mega,Zygarde
